City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Turt,RO,2021-04-12 21:41:44,47.9833,23.2167,59.0,55,90,3.44
295,Niquero,CU,2021-04-12 21:41:44,20.0431,-77.5828,84.02,63,3,8.12
296,Shimoda,JP,2021-04-12 21:41:45,34.6667,138.95,59.0,67,75,6.91
297,Fairbanks,US,2021-04-12 21:40:58,64.8378,-147.7164,44.6,42,90,10.36
298,Angoche,MZ,2021-04-12 21:41:45,-16.2325,39.9086,78.19,81,100,8.43
299,Foam Lake,CA,2021-04-12 21:41:46,51.65,-103.5343,26.6,68,100,12.66
300,Guarapari,BR,2021-04-12 21:41:46,-20.6667,-40.4975,78.8,83,0,6.91
301,Mahajanga,MG,2021-04-12 21:41:46,-15.7167,46.3167,78.8,83,40,4.61
302,Broken Hill,AU,2021-04-12 21:41:47,-31.95,141.4333,53.6,43,96,9.22
303,Taoudenni,ML,2021-04-12 21:41:47,22.6783,-3.9836,91.44,10,73,9.15
304,Ambam,CM,2021-04-12 21:41:47,2.3833,11.2833,68.88,97,98,3.2
305,Nabire,ID,2021-04-12 21:41:48,-3.3667,135.4833,76.19,85,100,4.68
306,Victoria,HK,2021-04-12 21:39:50,22.2855,114.1577,75.0,84,43,4.45
307,Grand Gaube,MU,2021-04-12 21:41:48,-20.0064,57.6608,75.0,92,100,5.01
308,Kimbe,PG,2021-04-12 21:41:49,-5.5502,150.1429,77.41,80,100,3.67
309,Bila,BA,2021-04-12 21:41:49,43.7825,16.9253,37.0,95,100,18.01
310,Bud,US,2021-04-12 21:41:49,39.447,-86.1758,66.99,48,40,10.36
311,Panjab,AF,2021-04-12 21:41:50,34.388,67.0233,39.31,96,100,3.78
312,Mattru,SL,2021-04-12 21:41:50,7.6244,-11.8332,79.09,84,100,6.76
313,Marawi,PH,2021-04-12 21:37:18,7.9986,124.2928,73.99,87,93,5.01
314,Andros Town,BS,2021-04-12 21:40:12,24.7,-77.7667,78.8,78,75,9.22
315,Kroya,ID,2021-04-12 21:41:51,-7.6331,109.2461,77.7,86,86,1.61
316,Ucluelet,CA,2021-04-12 21:39:36,48.9329,-125.5528,55.99,41,1,12.66
317,Aklavik,CA,2021-04-12 21:41:51,68.2191,-135.0107,21.2,42,100,4.61
318,Santa Maria Da Boa Vista,BR,2021-04-12 21:41:52,-8.8078,-39.8256,78.71,62,85,9.93
319,Lorengau,PG,2021-04-12 21:41:52,-2.0226,147.2712,77.31,85,100,3.22
320,Petropavl,KZ,2021-04-12 21:41:53,54.8753,69.1628,34.59,99,100,5.5
321,Bima,ID,2021-04-12 21:41:53,-8.4667,118.7167,73.87,94,15,3.65
322,Urumqi,CN,2021-04-12 21:41:53,43.801,87.6005,50.0,23,0,13.42
323,Rockport,US,2021-04-12 21:41:54,28.0206,-97.0544,80.01,83,90,13.8
324,Dicabisagan,PH,2021-04-12 21:41:54,17.0818,122.4157,75.87,88,94,4.56
325,Namatanai,PG,2021-04-12 21:38:38,-3.6667,152.4333,75.04,85,100,11.05
326,Vityazevo,RU,2021-04-12 21:41:55,44.9931,37.2719,48.2,81,100,6.71
327,Mantua,IT,2021-04-12 21:41:55,45.1667,10.7833,48.0,92,100,4.0
328,Opava,CZ,2021-04-12 21:41:55,49.9387,17.9026,34.0,94,100,14.29
329,Poum,NC,2021-04-12 21:41:56,-20.2333,164.0167,78.21,80,39,4.09
330,Oistins,BB,2021-04-12 21:39:18,13.0667,-59.5333,82.4,65,40,17.27
331,Hovd,MN,2021-04-12 21:41:56,48.0056,91.6419,34.5,21,20,1.12
332,Asau,RO,2021-04-12 21:41:56,46.4333,26.4,46.99,41,8,3.58
333,Horodnytsya,UA,2021-04-12 21:41:57,50.807,27.3168,44.74,80,97,5.44
334,Lagoa,PT,2021-04-12 21:41:57,39.05,-27.9833,61.36,85,73,10.04
335,Krasnoselkup,RU,2021-04-12 21:41:58,65.7,82.4667,30.6,96,100,20.49
336,Buarcos,PT,2021-04-12 21:41:58,40.166,-8.8768,59.0,88,40,1.14
337,Muskegon,US,2021-04-12 21:37:06,43.3,-86.1334,57.2,62,40,10.36
338,Katsuura,JP,2021-04-12 21:41:58,35.1333,140.3,57.0,88,100,16.84
339,Bullhead City,US,2021-04-12 21:41:59,35.1478,-114.5683,93.99,7,1,6.73
340,Yulara,AU,2021-04-12 21:37:59,-25.2406,130.9889,59.0,44,97,4.61
341,Altay,CN,2021-04-12 21:38:22,47.8667,88.1167,38.5,33,4,7.56
342,Mabopane,ZA,2021-04-12 21:41:59,-25.4977,28.1007,66.99,55,0,5.75
343,Kasongo-Lunda,CD,2021-04-12 21:42:00,-6.4667,16.8167,69.91,97,100,2.3
344,Salgueiro,BR,2021-04-12 21:42:00,-8.0742,-39.1192,77.45,66,100,5.73
345,Paamiut,GL,2021-04-12 21:40:49,61.994,-49.6678,32.0,80,19,2.57
346,Cherdyn,RU,2021-04-12 21:42:01,60.403,56.4787,26.22,95,9,3.33
347,Isangel,VU,2021-04-12 21:42:02,-19.55,169.2667,82.4,83,75,4.18
348,Beringovskiy,RU,2021-04-12 21:42:02,63.05,179.3167,10.6,89,100,22.46
349,Hambantota,LK,2021-04-12 21:42:02,6.1241,81.1185,78.17,82,55,2.77
350,Jaque,PA,2021-04-12 21:42:03,7.5175,-78.1703,81.32,82,100,3.11
351,Larsnes,NO,2021-04-12 21:42:03,62.2028,5.5773,39.0,76,93,14.0
352,Mazabuka,ZM,2021-04-12 21:42:04,-15.856,27.748,62.67,79,0,4.88
353,Sakakah,SA,2021-04-12 21:42:04,29.9697,40.2064,64.4,20,0,6.91
354,Comodoro Rivadavia,AR,2021-04-12 21:39:08,-45.8667,-67.5,75.2,25,0,17.27
355,Port Antonio,JM,2021-04-12 21:42:04,18.18,-76.4612,82.99,74,40,12.66
356,Norsup,VU,2021-04-12 21:42:05,-16.0667,167.3833,82.69,76,95,9.71
357,Manjacaze,MZ,2021-04-12 21:42:05,-24.7117,33.8828,67.21,94,0,3.53
358,Aksarka,RU,2021-04-12 21:42:06,66.5606,67.7975,28.76,78,61,19.46
359,Sao Jose Da Coroa Grande,BR,2021-04-12 21:42:06,-8.8978,-35.1478,78.62,82,76,6.69
360,Lasa,IT,2021-04-12 21:42:06,46.6166,10.7002,39.99,80,75,9.22
361,Bonavista,CA,2021-04-12 21:42:07,48.6499,-53.1147,37.0,100,100,10.36
362,Potosi,BO,2021-04-12 21:42:07,-19.5836,-65.7531,47.48,73,94,3.62
363,Springbok,ZA,2021-04-12 21:42:07,-29.6643,17.8865,75.07,27,15,5.91
364,Bontang,ID,2021-04-12 21:42:08,0.1333,117.5,75.04,92,99,6.51
365,High Level,CA,2021-04-12 21:42:08,58.5169,-117.136,30.2,43,20,16.11
366,Hermosillo,MX,2021-04-12 21:41:30,29.0667,-110.9667,93.2,17,1,16.11
367,Mitsamiouli,KM,2021-04-12 21:42:09,-11.3847,43.2844,81.23,76,98,9.78
368,Moose Factory,CA,2021-04-12 21:40:13,51.2585,-80.6094,55.4,62,1,9.22
369,Puerto Escondido,MX,2021-04-12 21:42:09,15.85,-97.0667,84.2,74,40,12.66
370,Nioro,GM,2021-04-12 21:42:09,13.35,-15.75,81.82,37,0,9.89
371,Torbay,CA,2021-04-12 21:42:10,47.6666,-52.7314,37.4,100,90,27.63
372,Mayo,US,2021-04-12 21:42:10,38.8876,-76.5119,55.99,82,90,8.05
373,Verkhoyansk,RU,2021-04-12 21:42:11,67.5447,133.385,-3.53,93,52,2.71
374,Dharchula,IN,2021-04-12 21:42:11,29.85,80.5333,59.43,37,5,7.76
375,Baracoa,CU,2021-04-12 21:42:11,20.3467,-74.4958,81.01,73,53,3.76
376,Vondrozo,MG,2021-04-12 21:42:12,-22.8167,47.2833,67.82,96,98,2.26
377,Tiarei,PF,2021-04-12 21:42:13,-17.5333,-149.3333,86.0,70,40,14.97
378,Auki,SB,2021-04-12 21:42:13,-8.7676,160.7034,81.3,78,51,3.27
379,Lesogorsk,RU,2021-04-12 21:42:13,56.0458,99.5136,34.45,98,100,8.14
380,Nantucket,US,2021-04-12 21:41:07,41.2835,-70.0995,44.6,87,40,18.41
381,Ruteng,ID,2021-04-12 21:42:14,-8.6136,120.4721,58.62,87,24,1.83
382,Yuancheng,CN,2021-04-12 21:42:15,36.652,107.7896,40.37,52,69,12.44
383,Kidal,ML,2021-04-12 21:42:15,18.4411,1.4078,88.74,8,0,5.68
384,Moose Jaw,CA,2021-04-12 21:37:39,50.4001,-105.5344,28.4,80,100,23.02
385,Sikeston,US,2021-04-12 21:42:16,36.8767,-89.5879,77.0,27,1,5.3
386,Fujin,CN,2021-04-12 21:42:16,47.26,132.0322,28.04,55,100,19.04
387,Banda Aceh,ID,2021-04-12 21:42:16,5.5577,95.3222,79.34,79,64,6.85
388,Bage,BR,2021-04-12 21:42:17,-31.3314,-54.1069,68.0,64,0,5.75
389,Xichang,CN,2021-04-12 21:42:17,27.8964,102.2634,53.46,81,10,1.86
390,Bijawar,IN,2021-04-12 21:42:17,24.6333,79.5,81.14,12,0,4.41
391,Vao,NC,2021-04-12 21:42:18,-22.6667,167.4833,76.19,86,100,12.73
392,La Paz,BO,2021-04-12 21:39:04,-16.5,-68.15,57.2,51,75,6.91
393,Banloc,RO,2021-04-12 21:42:18,45.3836,21.1381,68.0,30,0,25.32
394,Havoysund,NO,2021-04-12 21:42:19,70.9963,24.6622,30.2,86,40,17.27
395,Bereda,ES,2021-04-12 21:42:19,43.2686,-7.5406,39.99,94,99,1.99
396,Tymovskoye,RU,2021-04-12 21:42:19,50.8456,142.655,32.23,97,100,1.05
397,Bac Lieu,VN,2021-04-12 21:42:20,9.285,105.7244,80.76,82,71,6.85
398,Milkovo,RU,2021-04-12 21:42:20,54.7167,158.6167,27.55,54,77,2.55
399,Hualmay,PE,2021-04-12 21:42:20,-11.0964,-77.6139,71.11,77,85,8.5
400,Kudahuvadhoo,MV,2021-04-12 21:42:21,2.6708,72.8944,81.7,74,42,6.29
401,Champerico,GT,2021-04-12 21:42:21,14.3,-91.9167,93.2,52,20,11.5
402,Ekhabi,RU,2021-04-12 21:42:21,53.5102,142.9671,18.52,92,100,11.07
403,Changtu,CN,2021-04-12 21:42:22,42.7788,124.0955,30.54,63,10,7.43
404,Christchurch,NZ,2021-04-12 21:42:22,-43.5333,172.6333,69.01,59,90,3.44
405,Nakusp,CA,2021-04-12 21:42:23,50.2499,-117.8023,51.8,32,84,3.44
406,Steinbach,DE,2021-04-12 21:42:23,50.1667,8.5667,34.0,93,20,3.44
407,Xuddur,SO,2021-04-12 21:42:23,4.1213,43.8894,76.46,72,83,15.79
408,Ugoofaaru,MV,2021-04-12 21:42:24,5.6667,73.0,82.62,72,85,1.81
409,Belaya Gora,RU,2021-04-12 21:42:24,68.5333,146.4167,-0.53,84,100,8.59
410,Jumla,NP,2021-04-12 21:39:04,29.2747,82.1838,43.59,40,0,5.26
411,Maniitsoq,GL,2021-04-12 21:42:25,65.4167,-52.9,31.5,80,34,8.08
412,Inta,RU,2021-04-12 21:42:26,66.0317,60.1659,36.09,82,100,22.19
413,Celestun,MX,2021-04-12 21:42:26,20.8667,-90.4,83.89,74,0,14.97
414,Bonthe,SL,2021-04-12 21:42:26,7.5264,-12.505,78.51,74,93,10.71
415,Ayan,RU,2021-04-12 21:42:27,56.45,138.1667,12.74,86,90,5.73
416,Homberg,DE,2021-04-12 21:42:27,51.0333,9.4,34.0,93,42,5.75
417,Lebyazhye,RU,2021-04-12 21:42:28,55.2689,66.4947,34.47,90,2,4.61
418,Kulevcha,UA,2021-04-12 21:42:28,46.0303,29.9361,45.46,82,99,6.38
419,Tena,EC,2021-04-12 21:42:28,-0.9833,-77.8167,77.0,88,75,4.61
420,Borisoglebsk,RU,2021-04-12 21:42:29,51.3671,42.0849,52.36,57,51,11.01
421,Saryg-Sep,RU,2021-04-12 21:42:29,51.5,95.6,34.66,68,100,3.33
422,Port-Cartier,CA,2021-04-12 21:42:29,50.0334,-66.8654,51.01,53,40,6.91
423,Hobyo,SO,2021-04-12 21:42:30,5.3505,48.5268,81.07,65,100,10.98
424,Birao,CF,2021-04-12 21:42:30,10.2849,22.7882,79.02,12,100,5.28
425,Noyabrsk,RU,2021-04-12 21:42:30,63.1994,75.4507,29.89,80,66,21.39
426,Coahuayana,MX,2021-04-12 21:42:31,18.7333,-103.6833,82.4,57,1,11.5
427,Rosetta,EG,2021-04-12 21:42:31,31.4044,30.4164,59.0,58,0,4.61
428,Manggar,ID,2021-04-12 21:42:31,-2.8833,108.2667,78.71,81,73,2.04
429,Sosnovo-Ozerskoye,RU,2021-04-12 21:42:32,52.5249,111.5418,14.13,74,0,5.48
430,Puerto Morazan,NI,2021-04-12 21:42:32,12.8504,-87.1717,91.4,62,20,4.61
431,Wiwili,NI,2021-04-12 21:42:33,13.6268,-85.8254,84.2,58,40,12.03
432,Pangnirtung,CA,2021-04-12 21:42:34,66.1451,-65.7125,33.8,100,90,10.36
433,Inuvik,CA,2021-04-12 21:42:34,68.3499,-133.7218,21.2,42,100,4.61
434,Faya,SA,2021-04-12 21:42:35,18.3851,42.4509,64.4,72,0,1.88
435,Cap Malheureux,MU,2021-04-12 21:40:38,-19.9842,57.6142,75.0,92,99,5.01
436,Visby,SE,2021-04-12 21:42:35,57.6409,18.296,41.0,75,90,10.36
437,San Jose,US,2021-04-12 21:38:04,37.3394,-121.895,78.01,35,75,5.75
438,Rudnogorsk,RU,2021-04-12 21:42:36,57.2639,103.7519,27.55,97,100,8.1
439,Batagay-Alyta,RU,2021-04-12 21:42:37,67.8006,130.4114,-2.36,80,50,3.58
440,Naranjal,EC,2021-04-12 21:42:37,-2.6667,-79.6167,87.8,66,40,5.75
441,San Quintin,MX,2021-04-12 21:42:38,30.4833,-115.95,62.64,64,8,13.44
442,Tessalit,ML,2021-04-12 21:42:38,20.1986,1.0114,87.75,10,36,9.24
443,Mehamn,NO,2021-04-12 21:37:42,71.0357,27.8492,30.2,86,40,18.41
444,Igarka,RU,2021-04-12 21:42:38,67.4667,86.5833,24.6,94,100,13.8
445,Gizo,SB,2021-04-12 21:42:39,-8.103,156.8419,82.24,76,81,7.14
446,Kem,RU,2021-04-12 21:42:39,64.9555,34.5793,39.7,90,100,6.17
447,Ostrovnoy,RU,2021-04-12 21:42:39,68.0531,39.5131,31.98,91,100,3.44
448,Okato,NZ,2021-04-12 21:42:40,-39.2,173.8833,64.0,89,48,10.0
449,Kirkuk,IQ,2021-04-12 21:40:50,35.4681,44.3922,58.24,27,0,7.52
450,Zhob,PK,2021-04-12 21:42:40,31.3411,69.4481,64.2,41,89,2.59
451,Iwanai,JP,2021-04-12 21:42:41,42.9744,140.5089,47.97,75,100,6.22
452,Husavik,IS,2021-04-12 21:42:41,66.0449,-17.3389,35.6,87,0,5.75
453,San Juan,AR,2021-04-12 21:42:42,-31.5375,-68.5364,74.84,20,0,9.26
454,Dalbandin,PK,2021-04-12 21:42:42,28.8947,64.4101,77.23,10,84,8.16
455,Ginda,IN,2021-04-12 21:42:42,30.6945,78.4932,51.6,38,3,8.81
456,Wonthaggi,AU,2021-04-12 21:42:43,-38.6044,145.5913,52.0,95,100,1.99
457,Gobabis,NA,2021-04-12 21:42:43,-22.45,18.9667,64.22,32,0,9.78
458,Batemans Bay,AU,2021-04-12 21:42:43,-35.7167,150.1833,51.01,78,1,5.01
459,Carahue,CL,2021-04-12 21:42:44,-38.7,-73.1667,69.8,64,20,10.36
460,Bichena,ET,2021-04-12 21:42:44,10.45,38.2,53.47,77,100,2.86
461,Quatre Cocos,MU,2021-04-12 21:42:45,-20.2078,57.7625,75.2,94,75,6.91
462,Acapulco,MX,2021-04-12 21:42:45,16.8634,-99.8901,84.2,65,20,13.8
463,Carlyle,US,2021-04-12 21:42:45,38.6103,-89.3726,68.0,38,79,4.0
464,Vostok,RU,2021-04-12 21:42:46,46.4856,135.8833,41.95,58,100,6.8
465,Okhotsk,RU,2021-04-12 21:39:53,59.3833,143.3,15.1,90,100,3.38
466,Padang,ID,2021-04-12 21:42:46,-0.9492,100.3543,76.62,82,99,3.02
467,Ilulissat,GL,2021-04-12 21:42:47,69.2167,-51.1,32.0,93,90,13.8
468,Farkhor,TJ,2021-04-12 21:42:47,37.4922,69.4036,64.4,59,90,8.95
469,Saint-Ambroise,CA,2021-04-12 21:42:47,48.5501,-71.3324,55.4,50,100,16.11
470,Chara,RU,2021-04-12 21:42:48,56.9064,118.2631,-2.2,78,2,1.54
471,Tonshayevo,RU,2021-04-12 21:42:48,57.736,47.0127,37.78,98,100,5.61
472,Port Blair,IN,2021-04-12 21:42:48,11.6667,92.75,81.91,77,26,4.0
473,Terrak,NO,2021-04-12 21:42:49,65.087,12.3715,37.4,60,40,10.36
474,Doudleby Nad Orlici,CZ,2021-04-12 21:42:49,50.1074,16.2613,33.01,93,100,9.35
475,Nalut,LY,2021-04-12 21:42:49,30.3333,10.85,67.5,43,69,15.28
476,Holme,DK,2021-04-12 21:42:50,56.1138,10.1725,35.6,93,40,6.91
477,Sechura,PE,2021-04-12 21:40:45,-5.5569,-80.8222,80.46,58,37,15.19
478,Salinopolis,BR,2021-04-12 21:42:50,-0.6136,-47.3561,79.65,83,94,9.91
479,Ambon,ID,2021-04-12 21:42:51,-3.6954,128.1814,81.0,92,83,3.58
480,Sabha,LY,2021-04-12 21:42:51,27.0377,14.4283,78.17,12,13,13.96
481,Tura,IN,2021-04-12 21:42:51,25.5198,90.2201,74.66,42,0,3.44
482,Arkul,RU,2021-04-12 21:42:52,57.2808,50.044,32.23,99,100,4.07
483,Souillac,MU,2021-04-12 21:42:52,-20.5167,57.5167,75.2,94,75,6.91
484,Anadyr,RU,2021-04-12 21:42:52,64.75,177.4833,5.0,78,40,11.18
485,Acheng,CN,2021-04-12 21:42:53,45.5454,126.977,21.2,86,0,6.71
486,Atoyac,MX,2021-04-12 21:42:53,20.0167,-103.5333,89.6,10,1,9.22
487,Mandalgovi,MN,2021-04-12 21:42:54,45.7625,106.2708,27.59,45,78,13.65
488,Road Town,VG,2021-04-12 21:41:46,18.4167,-64.6167,80.6,61,20,6.91
489,Morgan City,US,2021-04-12 21:42:54,29.6994,-91.2068,84.0,50,1,10.36
490,Constitucion,CL,2021-04-12 21:42:54,-35.3333,-72.4167,65.16,67,4,14.58
491,Zambezi,ZM,2021-04-12 21:42:55,-13.5432,23.1047,63.21,84,45,5.55
492,Rincon,US,2021-04-12 21:42:55,32.296,-81.2354,86.0,21,1,11.5
493,Palmer,US,2021-04-12 21:42:34,42.1584,-72.3287,50.0,66,90,14.97
494,Waingapu,ID,2021-04-12 21:42:56,-9.6567,120.2641,75.16,82,23,4.81
495,Saint-Francois,FR,2021-04-12 21:42:56,46.4154,3.9054,36.0,75,0,2.28
496,Manta,EC,2021-04-12 21:42:22,-0.95,-80.7333,82.4,74,40,12.66
497,Oxapampa,PE,2021-04-12 21:42:57,-10.5775,-75.4017,63.43,96,75,1.74
498,Reitz,ZA,2021-04-12 21:42:57,-27.8014,28.4273,59.13,41,12,3.71
499,Noumea,NC,2021-04-12 21:42:57,-22.2763,166.4572,78.01,100,90,6.91
500,Mana,GF,2021-04-12 21:42:58,5.6592,-53.7767,78.35,87,37,8.16
501,Chepareria,KE,2021-04-12 21:42:58,1.3077,35.2039,64.36,70,84,2.28
502,Banjar,ID,2021-04-12 21:42:58,-8.19,114.9675,75.58,86,3,5.08
503,Lubaczow,PL,2021-04-12 21:42:59,50.157,23.1234,52.0,78,96,5.01
504,Ust-Ishim,RU,2021-04-12 21:42:59,57.6935,71.1665,31.91,91,0,4.72
505,Pericos,MX,2021-04-12 21:42:59,25.05,-107.7,90.0,48,1,13.8
506,Bowen,AU,2021-04-12 21:43:00,-20.0167,148.2333,68.0,100,75,3.44
507,San Carlos De Bariloche,AR,2021-04-12 21:41:37,-41.1456,-71.3082,60.8,59,20,20.71
508,Wanaka,NZ,2021-04-12 21:43:00,-44.7,169.15,45.03,96,100,2.51
509,Khani,GE,2021-04-12 21:43:01,41.9563,42.9566,46.4,100,90,1.14
510,Luderitz,NA,2021-04-12 21:43:01,-26.6481,15.1594,78.22,39,30,7.72
511,Miass,RU,2021-04-12 21:43:01,55.045,60.1083,39.22,94,90,3.98
512,Margate,GB,2021-04-12 21:43:02,51.3813,1.3862,39.0,74,4,3.18
513,Rujewa,TZ,2021-04-12 21:43:02,-8.7,34.3833,68.74,73,100,7.31
514,Owase,JP,2021-04-12 21:43:02,34.0667,136.2,57.92,93,100,11.07
515,Nanakuli,US,2021-04-12 21:43:03,21.3906,-158.1547,79.0,61,20,11.5
516,Touros,BR,2021-04-12 21:43:03,-5.1989,-35.4608,80.6,78,40,10.36
517,Udachnyy,RU,2021-04-12 21:43:03,66.4167,112.4,13.69,95,96,8.95
518,Aksha,RU,2021-04-12 21:43:04,50.2814,113.2867,21.04,79,67,5.23
519,Lahaina,US,2021-04-12 21:43:04,20.8783,-156.6825,78.8,50,20,13.8
520,Chardara,KZ,2021-04-12 21:43:05,41.2547,67.9692,52.2,51,38,5.28
521,Ransang,PH,2021-04-12 21:43:05,8.9603,117.5828,77.59,84,98,2.35
522,Chimbote,PE,2021-04-12 21:43:06,-9.0853,-78.5783,71.76,76,72,9.71
523,Almansa,ES,2021-04-12 21:43:06,38.8692,-1.0971,50.0,86,99,4.47
524,Awbari,LY,2021-04-12 21:42:13,26.5921,12.7805,76.3,13,0,6.76
525,Bitung,ID,2021-04-12 21:43:07,1.4451,125.1824,75.2,100,40,2.3
526,Brae,GB,2021-04-12 21:43:07,60.3964,-1.353,33.8,75,93,6.91
527,Belmonte,BR,2021-04-12 21:38:35,-15.8631,-38.8828,84.2,61,20,1.14
528,Dandong,CN,2021-04-12 21:43:07,40.1292,124.3947,38.73,58,61,18.07
529,Panino,RU,2021-04-12 21:43:08,51.6467,40.1346,57.2,35,0,6.71
530,Punta Alta,AR,2021-04-12 21:41:39,-38.8759,-62.0736,68.23,54,0,12.08
531,Ponta Delgada,PT,2021-04-12 21:43:08,37.7333,-25.6667,62.6,94,40,14.97
532,Naifaru,MV,2021-04-12 21:43:09,5.4444,73.3657,82.42,72,65,0.58
533,Hay River,CA,2021-04-12 21:43:09,60.8156,-115.7999,33.8,37,20,19.57
534,Pisco,PE,2021-04-12 21:43:09,-13.7,-76.2167,72.0,68,0,25.32
535,Xiangxiang,CN,2021-04-12 21:43:10,27.7333,112.5333,58.48,94,83,1.25
536,Honningsvag,NO,2021-04-12 21:43:10,70.9821,25.9704,30.2,86,40,18.41
537,Ishigaki,JP,2021-04-12 21:43:11,24.3448,124.1572,71.6,94,40,2.3
538,Fatezh,RU,2021-04-12 21:43:11,52.0891,35.8632,50.0,57,64,6.71
539,Vila Velha,BR,2021-04-12 21:43:12,-20.3297,-40.2925,78.8,83,0,6.91
540,Korla,CN,2021-04-12 21:43:12,41.7597,86.1469,51.15,35,52,10.65
541,Xianshuigu,CN,2021-04-12 21:43:12,38.985,117.3828,42.8,39,0,6.71
542,Talhar,PK,2021-04-12 21:43:13,24.8833,68.8167,78.33,51,2,11.25
543,Pionki,PL,2021-04-12 21:43:13,51.476,21.4499,46.99,74,100,13.06
544,Carupano,VE,2021-04-12 21:43:13,10.6678,-63.2585,79.88,86,88,11.18
545,Nome,US,2021-04-12 21:43:14,64.5011,-165.4064,33.8,86,90,18.41
546,Nemuro,JP,2021-04-12 21:43:14,43.3236,145.575,41.5,87,100,27.76
547,Meulaboh,ID,2021-04-12 21:43:15,4.1363,96.1285,77.07,86,82,4.38
548,Kiunga,PG,2021-04-12 21:43:15,-6.1219,141.2906,71.98,98,89,1.86
549,Curup,ID,2021-04-12 21:43:16,-3.4667,102.5333,66.97,97,100,1.19
550,Kindu,CD,2021-04-12 21:43:16,-2.95,25.95,70.07,99,100,2.68
551,Dhangadhi,NP,2021-04-12 21:43:16,28.7079,80.5961,76.48,18,0,5.03
552,Biak,ID,2021-04-12 21:43:17,-0.9131,122.8766,75.31,85,90,4.56
553,Half Moon Bay,US,2021-04-12 21:40:30,37.4636,-122.4286,66.2,82,1,6.91
554,Darhan,MN,2021-04-12 21:43:17,49.4867,105.9228,28.24,51,10,1.5
555,Porto Novo,BJ,2021-04-12 21:43:18,6.4965,2.6036,84.2,79,20,8.05
556,Henties Bay,NA,2021-04-12 21:43:18,-22.116,14.2845,77.95,44,1,6.04
557,Kasangulu,CD,2021-04-12 21:43:18,-4.5911,15.1708,77.0,88,75,6.91
558,Portland,US,2021-04-12 21:41:06,45.5234,-122.6762,64.99,16,20,14.97
559,Kailua,US,2021-04-12 21:43:19,21.4022,-157.7394,78.8,61,40,11.5
560,Shizunai,JP,2021-04-12 21:43:19,42.3339,142.3669,46.22,87,100,15.43
561,Huilong,CN,2021-04-12 21:43:19,31.8111,121.655,59.0,99,73,7.63
