City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Veraval,IN,20.9,70.3667,79.0,81,0,11.83,clear sky
350,Kupang,ID,-10.1667,123.5833,75.56,85,20,5.95,few clouds
351,Geraldton,AU,-28.7667,114.6,64.4,42,70,11.5,broken clouds
352,Gao,ML,16.6362,1.637,88.12,5,66,7.18,broken clouds
353,Coos Bay,US,43.3665,-124.2179,78.01,76,20,11.5,few clouds
354,Ochiltree,GB,55.4597,-4.3626,39.2,70,0,4.61,clear sky
355,Gurupi,BR,-11.7292,-49.0686,78.78,60,8,3.87,clear sky
356,Komsomolskiy,UZ,40.4272,71.7189,59.0,55,17,6.91,few clouds
357,Kudahuvadhoo,MV,2.6708,72.8944,82.33,71,35,5.95,scattered clouds
358,Valkla,EE,59.4744,25.3186,44.6,42,0,11.5,clear sky
359,Bonthe,SL,7.5264,-12.505,81.32,79,44,8.12,scattered clouds
360,Iacu,BR,-12.7672,-40.2117,76.8,65,87,8.86,overcast clouds
361,Buala,SB,-8.145,159.5921,83.03,78,42,4.99,light rain
362,Te Anau,NZ,-45.4167,167.7167,45.16,80,24,0.67,few clouds
363,Touros,BR,-5.1989,-35.4608,80.6,78,20,6.91,few clouds
364,Gunjur,GM,13.2019,-16.7339,71.6,83,0,11.5,clear sky
365,Okhotsk,RU,59.3833,143.3,16.84,85,11,4.34,few clouds
366,Kashan,IR,33.9831,51.4364,68.34,18,7,4.43,clear sky
367,Ayagoz,KZ,47.9714,80.4392,48.79,40,62,1.45,broken clouds
368,Novo Aripuana,BR,-5.1206,-60.3797,76.59,94,100,0.69,overcast clouds
369,Rizhao,CN,35.4275,119.4553,47.14,55,19,7.09,few clouds
370,San Vicente,AR,-26.6167,-54.1333,62.04,98,95,2.01,overcast clouds
371,Mazatlan,MX,23.2167,-106.4167,82.4,54,1,9.22,clear sky
372,Atambua,ID,-9.1061,124.8925,70.54,87,49,3.58,scattered clouds
373,Sarakhs,IR,36.5449,61.1577,68.0,42,100,4.61,overcast clouds
374,Kapit,MY,2.0167,112.9333,71.56,99,100,0.56,overcast clouds
375,Ashland,US,40.8167,-82.2665,53.01,67,100,10.29,overcast clouds
376,Olafsvik,IS,64.8945,-23.7142,38.12,74,85,32.06,overcast clouds
377,Teguldet,RU,57.3064,88.1667,18.88,85,49,8.43,scattered clouds
378,Livramento,BR,-3.0254,-60.1803,82.4,89,40,2.3,light rain
379,Popondetta,PG,-8.7537,148.2534,76.51,92,100,1.34,overcast clouds
380,Kholm,RU,59.2667,32.85,42.04,71,74,9.08,broken clouds
381,Lumeje,AO,-11.55,20.7833,66.07,68,30,4.14,scattered clouds
382,Muroto,JP,33.2833,134.15,59.0,100,75,8.05,broken clouds
383,Chicama,PE,-7.8447,-79.1469,66.2,88,75,10.36,broken clouds
384,Tonneins,FR,44.3921,0.3124,44.6,45,0,4.61,clear sky
385,Matagami,CA,49.7502,-77.6328,50.0,57,1,8.05,clear sky
386,Eldoret,KE,0.5204,35.2699,58.17,78,91,6.15,overcast clouds
387,Kulhudhuffushi,MV,6.6221,73.07,83.46,69,100,1.43,overcast clouds
388,Coihaique,CL,-45.5752,-72.0662,55.4,62,75,6.91,broken clouds
389,Ilulissat,GL,69.2167,-51.1,6.8,78,75,16.11,light snow
390,Zarinsk,RU,53.7074,84.9493,34.56,92,100,11.01,light rain
391,Troitsko-Pechorsk,RU,62.7084,56.1964,33.03,92,66,8.61,broken clouds
392,Tiksi,RU,71.6872,128.8694,-5.35,100,100,7.05,overcast clouds
393,Jeremie,HT,18.65,-74.1167,80.64,65,24,2.77,few clouds
394,Egvekinot,RU,66.3167,-179.1667,28.71,99,100,9.19,overcast clouds
395,Gravdal,NO,68.1214,13.5031,39.97,87,9,11.77,clear sky
396,Wattegama,LK,6.7989,81.4808,77.0,100,75,3.44,broken clouds
397,Strezhevoy,RU,60.7333,77.5889,15.8,73,0,6.71,clear sky
398,Tranas,SE,58.0372,14.9782,41.0,65,96,6.91,overcast clouds
399,Yulara,AU,-25.2406,130.9889,51.8,71,0,8.05,clear sky
400,Kaitangata,NZ,-46.2817,169.8464,51.01,65,57,8.01,broken clouds
401,Jinxiang,CN,27.4327,120.6062,61.68,92,100,5.93,overcast clouds
402,Tuatapere,NZ,-46.1333,167.6833,45.0,93,49,5.01,scattered clouds
403,Great Yarmouth,GB,52.6083,1.7305,39.0,87,3,3.44,clear sky
404,Gwadar,PK,25.1216,62.3254,79.66,74,17,7.78,few clouds
405,Mount Gambier,AU,-37.8333,140.7667,46.4,87,40,6.91,scattered clouds
406,Ozernovskiy,RU,51.5,156.5167,31.62,80,16,6.98,few clouds
407,Kutum,SD,14.2,24.6667,71.06,9,7,9.6,clear sky
408,Ukiah,US,39.1502,-123.2078,80.6,22,1,11.5,clear sky
409,Lazaro Cardenas,MX,17.9583,-102.2,82.89,55,4,10.56,clear sky
410,Mangrol,IN,21.1167,70.1167,79.2,81,0,10.45,clear sky
411,Adrar,MR,20.5022,-10.0711,76.68,18,1,10.98,clear sky
412,Dikson,RU,73.5069,80.5464,-13.09,100,100,5.32,overcast clouds
413,Lubumbashi,CD,-11.6609,27.4794,58.21,86,40,4.81,scattered clouds
414,Nogliki,RU,51.8333,143.1667,33.84,87,100,7.61,overcast clouds
415,Krasnyy Chikoy,RU,50.3643,108.7512,25.52,73,15,5.23,few clouds
416,Avera,US,33.194,-82.5271,68.0,37,1,5.75,clear sky
417,Waitati,NZ,-45.75,170.5667,52.0,59,10,10.0,clear sky
418,Merauke,ID,-8.4667,140.3333,80.76,75,68,8.48,broken clouds
419,Karratha,AU,-20.7377,116.8463,79.56,49,2,11.56,clear sky
420,Nizhniy Kuranakh,RU,58.8353,125.4869,34.05,64,100,9.98,overcast clouds
421,Reyes,BO,-14.3167,-67.3833,89.6,66,40,2.55,scattered clouds
422,Marsaxlokk,MT,35.8419,14.5431,57.2,82,75,20.71,broken clouds
423,Lasa,IT,46.6166,10.7002,42.8,59,0,3.44,clear sky
424,Vagur,FO,61.4732,-6.8119,45.46,94,100,28.41,overcast clouds
425,Honiara,SB,-9.4333,159.95,83.08,76,42,3.2,scattered clouds
426,Cabras,IT,39.93,8.5314,51.01,93,100,1.99,light rain
427,Kimbe,PG,-5.5502,150.1429,78.89,87,100,1.7,light rain
428,Ishigaki,JP,24.3448,124.1572,73.4,94,75,5.75,broken clouds
429,Impfondo,CG,1.6381,18.0667,74.57,74,76,2.3,broken clouds
430,Hambantota,LK,6.1241,81.1185,77.0,100,75,3.44,broken clouds
431,Henties Bay,NA,-22.116,14.2845,79.0,54,93,5.01,overcast clouds
432,Tigre,AR,-34.426,-58.5796,72.0,73,0,5.75,clear sky
433,Caravelas,BR,-17.7125,-39.2481,74.95,75,9,7.47,clear sky
434,Pangody,RU,65.85,74.4859,15.76,92,96,18.07,overcast clouds
435,Saint Anthony,US,45.0205,-93.218,60.01,29,1,3.44,clear sky
436,Nome,US,64.5011,-165.4064,27.0,86,90,8.05,overcast clouds
437,Eydhafushi,MV,5.1033,73.0708,83.08,74,99,7.05,overcast clouds
438,Muros,ES,42.7762,-9.0603,50.0,80,46,5.99,scattered clouds
439,Mareeba,AU,-17.0,145.4333,78.8,65,90,8.05,overcast clouds
440,Tautira,PF,-17.7333,-149.15,87.8,62,40,13.8,light rain
441,Pleshanovo,RU,52.8333,53.4833,50.5,78,28,8.05,scattered clouds
442,Berlevag,NO,70.8578,29.0864,41.0,81,75,34.52,broken clouds
443,Khandyga,RU,62.6667,135.6,29.73,88,100,16.26,light snow
444,Umea,SE,63.8284,20.2597,33.01,93,3,2.3,clear sky
445,Masvingo,ZW,-20.0637,30.8277,59.77,89,64,14.07,light rain
446,Vila Velha,BR,-20.3297,-40.2925,75.2,78,20,8.05,few clouds
447,Gacko,BA,43.1672,18.5353,53.6,32,0,3.44,clear sky
448,Placido De Castro,BR,-10.3353,-67.1856,78.76,88,92,3.49,overcast clouds
449,Bubaque,GW,11.2833,-15.8333,76.86,75,5,18.86,clear sky
450,Mwene-Ditu,CD,-7.0,23.45,65.91,96,99,4.09,overcast clouds
451,Zabol,AF,32.25,67.25,55.83,35,2,11.52,clear sky
452,Qandala,SO,11.472,49.8728,81.19,67,1,1.95,clear sky
453,Kawalu,ID,-7.3817,108.2082,71.38,95,53,0.98,broken clouds
454,Diamantina,BR,-18.2494,-43.6003,58.5,76,10,6.6,clear sky
455,Katobu,ID,-4.9408,122.5276,72.16,92,23,1.95,few clouds
456,Tomatlan,MX,19.9333,-105.25,88.68,31,0,13.15,clear sky
457,Mwinilunga,ZM,-11.7358,24.4293,59.16,77,66,4.52,broken clouds
458,Road Town,VG,18.4167,-64.6167,80.6,78,20,12.66,few clouds
459,Vallenar,CL,-28.5708,-70.7581,71.62,53,1,6.8,clear sky
460,Nauta,PE,-4.5061,-73.5757,77.92,93,100,1.97,overcast clouds
461,Copala,MX,16.65,-98.9833,86.83,45,9,12.55,clear sky
462,Stornoway,GB,58.2093,-6.3865,45.0,87,75,9.22,broken clouds
463,Buraydah,SA,26.326,43.975,78.8,22,40,8.05,scattered clouds
464,Luwuk,ID,-0.9516,122.7875,75.34,86,89,3.53,overcast clouds
465,Springfield,US,37.2153,-93.2982,50.0,90,100,1.01,overcast clouds
466,Sinjar,IQ,36.3209,41.8754,66.6,32,100,6.58,overcast clouds
467,Port Macquarie,AU,-31.4333,152.9167,60.8,94,90,10.36,light rain
468,San Miguel,SV,13.4833,-88.1833,91.76,46,72,7.81,broken clouds
469,Kusa,RU,55.3383,59.4406,39.69,75,91,5.14,overcast clouds
470,Walvis Bay,NA,-22.9575,14.5053,87.8,22,83,11.5,broken clouds
471,Kruisfontein,ZA,-34.0033,24.7314,61.0,65,0,5.99,clear sky
472,Qaqortoq,GL,60.7167,-46.0333,21.2,35,0,28.77,clear sky
473,Bombay,IN,19.0144,72.8479,82.4,78,0,4.61,haze
474,Botou,CN,38.0667,116.5667,42.64,26,21,8.81,few clouds
475,Lithakia,GR,37.7167,20.8333,53.6,87,20,9.93,few clouds
476,Novyy Svit,UA,47.8059,38.0211,43.86,88,66,5.5,moderate rain
477,Aktash,RU,50.3,87.7333,20.57,73,13,3.76,few clouds
478,Araouane,ML,18.9048,-3.5265,89.4,11,100,14.38,overcast clouds
479,Dingle,PH,10.9995,122.6711,76.37,88,88,5.03,moderate rain
480,Kalmunai,LK,7.4167,81.8167,76.28,84,100,4.16,overcast clouds
481,Alta Floresta,BR,-9.8756,-56.0861,74.41,90,85,1.59,overcast clouds
482,Derzhavinsk,KZ,51.1,66.3167,46.49,94,13,10.16,few clouds
483,Fram,PY,-26.9833,-55.8833,78.8,78,20,3.44,light rain
484,Whitianga,NZ,-36.8333,175.7,62.01,93,37,5.99,scattered clouds
485,Burnie,AU,-41.0667,145.9167,52.0,80,90,1.99,overcast clouds
486,Kastamonu,TR,41.5,33.6667,45.9,86,100,1.86,overcast clouds
487,Owando,CG,-0.4819,15.8999,75.69,78,76,1.36,broken clouds
488,Tungawan,PH,7.5081,122.3711,78.89,85,100,4.36,light rain
489,Port Blair,IN,11.6667,92.75,80.94,77,97,11.61,overcast clouds
490,San Quintin,MX,30.4833,-115.95,62.96,65,42,17.85,scattered clouds
491,Hattiesburg,US,31.3271,-89.2903,69.8,56,40,5.75,scattered clouds
492,Puerto Escondido,MX,15.85,-97.0667,87.8,70,40,14.97,scattered clouds
493,Freeport,US,40.6576,-73.5832,52.0,61,90,11.5,light rain
494,Marawi,PH,7.9986,124.2928,75.99,89,100,5.01,overcast clouds
495,La Roche-Sur-Yon,FR,46.6667,-1.4333,42.8,65,0,4.61,clear sky
496,Peniche,PT,39.3558,-9.3811,55.0,88,22,8.08,few clouds
497,Havelock,US,34.8791,-76.9013,64.99,42,1,12.66,clear sky
498,Hamilton,US,39.1834,-84.5333,61.0,41,75,9.22,broken clouds
499,San Carlos De Bariloche,AR,-41.1456,-71.3082,60.8,27,0,6.91,clear sky
500,Carolina,PR,18.3808,-65.9574,82.99,74,40,17.27,scattered clouds
501,Srednekolymsk,RU,67.45,153.6833,14.31,87,69,7.87,broken clouds
502,Port Moresby,PG,-9.4431,147.1797,77.0,94,20,8.05,fog
503,Puerto Carreno,CO,6.189,-67.4859,86.94,56,100,4.14,overcast clouds
504,Chernyshevskiy,RU,63.0128,112.4714,8.33,91,100,12.55,overcast clouds
505,Cumaru,BR,-8.0061,-35.6972,72.19,87,100,6.58,overcast clouds
506,Canton,CN,23.1167,113.25,75.99,94,90,2.24,light rain
507,Palmares Do Sul,BR,-30.2578,-50.5097,70.72,77,100,4.63,overcast clouds
508,Emba,KZ,48.8264,58.1442,55.31,44,91,7.92,overcast clouds
509,Toora-Khem,RU,52.4675,96.11,27.91,96,67,2.08,broken clouds
510,Los Llanos De Aridane,ES,28.6585,-17.9182,68.0,83,75,16.11,broken clouds
511,Sakaiminato,JP,35.55,133.2333,57.2,94,75,3.44,broken clouds
512,Vitim,RU,59.4511,112.5578,28.78,97,100,3.78,snow
513,Tiznit,MA,29.5833,-9.5,58.91,79,14,5.68,few clouds
514,Turukhansk,RU,65.8167,87.9833,-21.98,100,87,1.86,overcast clouds
515,Moree,AU,-29.4667,149.85,59.0,88,90,12.66,light rain
516,Inirida,CO,3.8653,-67.9239,77.32,93,98,1.23,moderate rain
517,Naica,MX,27.85,-105.4833,89.4,6,100,11.92,overcast clouds
518,Ijui,BR,-28.3878,-53.9147,69.8,83,0,3.44,clear sky
519,Santa Luzia,BR,-19.7697,-43.8514,71.6,56,0,6.91,clear sky
520,Progreso,MX,21.2833,-89.6667,105.01,29,1,10.36,clear sky
521,Emden,DE,53.3667,7.2167,42.01,89,92,4.0,overcast clouds
522,Oxbow,CA,49.2333,-102.1676,46.99,51,34,10.0,scattered clouds
523,Vaxjo,SE,56.8777,14.8091,44.6,39,75,16.11,broken clouds
524,Paita,PE,-5.0892,-81.1144,72.54,75,82,13.33,broken clouds
525,Hervey Bay,AU,-25.2986,152.8535,69.01,84,0,1.01,clear sky
526,Tahoua,NE,14.8888,5.2692,93.2,5,0,2.3,clear sky
527,Northam,GB,51.0333,-4.2167,42.01,73,77,3.0,broken clouds
528,Pushkinskiye Gory,RU,57.0209,28.9103,46.02,78,100,10.22,overcast clouds
529,Edson,CA,53.5835,-116.4356,68.0,12,1,3.44,clear sky
530,Thio,NC,-21.6167,166.2167,77.0,78,0,3.44,clear sky
531,Sitka,US,57.0531,-135.33,46.4,87,40,4.61,scattered clouds
532,Yelizovo,RU,53.1873,158.3805,35.6,44,6,13.42,clear sky
533,Daru,PG,-9.0763,143.2092,81.14,82,98,9.33,light rain
534,Hami,CN,42.8,93.45,55.08,11,0,7.83,clear sky
535,Lashma,RU,54.9321,41.1438,51.39,86,98,10.63,overcast clouds
536,Erzin,TR,36.9559,36.2,66.0,62,9,3.33,clear sky
537,Yambio,SS,4.5721,28.3955,73.83,65,52,4.54,broken clouds
538,Otavi,NA,-19.65,17.3333,65.19,37,9,8.1,clear sky
539,Chaplynka,UA,46.3651,33.5403,44.01,100,7,10.0,clear sky
540,Hargeysa,SO,9.56,44.065,69.66,76,58,3.53,broken clouds
541,Coahuayana,MX,18.7333,-103.6833,84.2,48,20,7.65,few clouds
542,Ixtapa,MX,20.7,-105.2,82.0,69,1,13.8,clear sky
543,Maturin,VE,9.75,-63.1767,84.85,57,98,11.21,overcast clouds
544,Chaah,MY,2.249,103.048,72.46,96,100,2.93,overcast clouds
545,San Cristobal,VE,7.7669,-72.225,87.8,62,40,11.5,scattered clouds
546,Pisco,PE,-13.7,-76.2167,73.4,68,0,9.22,clear sky
547,Kirundo,BI,-2.5833,30.1667,64.0,82,100,3.0,overcast clouds
548,Mugumu,TZ,-1.85,34.7,60.64,96,100,2.42,light rain
549,Kholodnyy,RU,62.7167,147.95,-0.13,98,94,3.96,overcast clouds
550,Gat,IL,31.61,34.7642,71.01,23,0,1.01,clear sky
551,Ponta Do Sol,PT,32.6667,-17.1,60.01,65,11,1.01,few clouds
552,Baghdad,IQ,33.3406,44.4009,69.8,35,0,3.44,clear sky
553,Middletown,US,39.5151,-84.3983,60.8,44,1,8.05,clear sky
554,Curuca,BR,-0.7289,-47.8481,75.74,94,100,4.21,moderate rain
555,Marang,MY,5.2056,103.2059,78.8,94,20,3.44,few clouds
556,Sibi,PK,29.5448,67.8764,78.64,37,1,4.43,clear sky
557,Wanning,CN,18.8003,110.3967,76.14,88,88,1.7,overcast clouds
558,Taoudenni,ML,22.6783,-3.9836,84.07,13,87,9.13,overcast clouds
559,Luancheng,CN,37.8792,114.6517,44.6,42,0,8.95,clear sky
560,Sussex,US,41.1834,-74.6663,48.2,66,90,5.75,overcast clouds
561,Nouakchott,MR,18.0858,-15.9785,73.4,68,0,19.57,clear sky
562,Mahanoro,MG,-19.9,48.8,73.42,90,100,4.14,light rain
563,Rawson,AR,-43.3002,-65.1023,65.26,42,0,5.06,clear sky
564,Lake City,US,30.1897,-82.6393,64.4,88,90,4.61,light rain
565,Batagay-Alyta,RU,67.8006,130.4114,11.62,93,100,2.26,light snow
566,Maniitsoq,GL,65.4167,-52.9,11.28,64,100,5.7,overcast clouds
567,Kijang,KR,35.2442,129.2139,57.2,82,75,4.61,broken clouds
568,Aykhal,RU,66.0,111.5,1.4,94,100,17.38,overcast clouds
569,Bathsheba,BB,13.2167,-59.5167,82.4,57,40,17.27,scattered clouds
570,Mecca,SA,21.4267,39.8261,84.92,38,57,2.89,broken clouds
571,Mumford,GH,5.2618,-0.759,81.88,82,85,9.86,overcast clouds
572,Acapulco,MX,16.8634,-99.8901,84.2,65,75,11.5,broken clouds
573,Awjilah,LY,29.1081,21.2869,85.8,13,3,13.69,clear sky
574,Yerbogachen,RU,61.2767,108.0108,11.23,87,17,11.27,few clouds
575,Mercedes,AR,-34.6515,-59.4307,71.01,78,0,4.34,clear sky
576,Rio Claro,BR,-22.4114,-47.5614,78.8,61,20,3.44,light rain
577,Okha,RU,53.5739,142.9478,30.63,96,100,9.33,light snow
578,Chifeng,CN,42.2683,118.9636,39.38,25,100,24.27,overcast clouds
579,Zverinogolovskoye,RU,54.4586,64.8542,39.25,67,83,8.16,broken clouds
580,Penapolis,BR,-21.4197,-50.0775,69.15,88,93,10.38,heavy intensity rain
581,Oranjestad,AW,12.524,-70.027,84.2,74,20,25.32,few clouds
582,Ipatinga,BR,-19.4683,-42.5367,68.0,83,0,2.3,clear sky
583,San Blas,MX,21.5167,-105.2667,86.0,37,1,9.22,clear sky
584,Matara,LK,5.9485,80.5353,76.69,89,100,5.39,moderate rain
585,Kerema,PG,-7.9631,145.7785,79.63,82,97,5.75,overcast clouds
586,Noumea,NC,-22.2763,166.4572,77.0,78,0,3.44,clear sky
587,Vacaria,BR,-28.5122,-50.9339,59.14,99,99,6.26,light rain
588,Shizunai,JP,42.3339,142.3669,45.75,86,100,22.24,overcast clouds
589,Colesberg,ZA,-30.72,25.0972,53.06,30,82,6.11,broken clouds
590,Vijayapuri,IN,11.2333,77.5,78.8,78,20,2.33,haze
591,Bowen,AU,-20.0167,148.2333,68.0,88,90,6.91,overcast clouds
592,Havre-Saint-Pierre,CA,50.2334,-63.5986,35.6,69,1,9.22,clear sky
593,Gulabpura,IN,25.9,74.6667,75.79,42,7,1.79,clear sky
594,Phan Thiet,VN,10.9333,108.1,77.23,84,94,1.1,overcast clouds
595,Gweru,ZW,-19.45,29.8167,57.22,85,19,15.48,few clouds
596,Port Said,EG,31.2565,32.2841,66.2,88,0,9.22,clear sky
597,Palmas,BR,-10.2128,-48.3603,82.4,74,40,3.56,moderate rain
598,Marzuq,YE,14.4,46.4667,68.29,52,15,4.99,few clouds
599,Aitape,PG,-3.1374,142.3475,76.91,90,100,3.18,moderate rain
600,Sribne,UA,50.6638,32.9187,38.39,88,55,7.47,broken clouds
601,Haines Junction,CA,60.7522,-137.5108,48.2,34,92,3.44,overcast clouds
602,Beinamar,TD,8.6698,15.3813,89.67,24,38,1.54,scattered clouds
603,Moorhead,US,46.8739,-96.7676,53.6,40,90,14.97,overcast clouds
604,Nemencine,LT,54.85,25.4833,48.0,93,0,6.91,clear sky
605,Kaa-Khem,RU,51.6833,94.7333,40.73,54,6,3.42,clear sky
606,Palu,ID,-0.8917,119.8707,74.07,94,95,2.62,overcast clouds
607,Kostomuksha,RU,64.571,30.5767,28.56,94,37,1.41,scattered clouds
608,Kamaishi,JP,39.2667,141.8833,53.26,89,100,14.34,light rain
609,Miracema Do Tocantins,BR,-9.5618,-48.3967,78.57,74,83,2.98,broken clouds
610,Hurghada,EG,27.2574,33.8129,78.8,14,0,8.05,clear sky
611,Kenai,US,60.5544,-151.2583,46.4,49,1,8.05,clear sky
612,Najran,SA,17.4924,44.1277,75.2,25,40,4.61,scattered clouds
613,Mezen,RU,65.8522,44.24,33.46,94,100,9.04,overcast clouds
614,Iqaluit,CA,63.7506,-68.5145,17.6,67,75,12.66,broken clouds
615,Kingsport,US,36.5484,-82.5618,64.0,34,75,9.22,broken clouds
616,Homer,US,59.6425,-151.5483,44.6,65,1,4.61,clear sky
617,Labytnangi,RU,66.6572,66.4183,3.94,91,80,4.94,broken clouds
618,Sao Francisco,BR,-15.9486,-44.8644,75.06,41,13,4.38,few clouds
619,Repcelak,HU,47.4211,17.018,41.0,70,75,4.61,broken clouds
620,Kaeo,NZ,-35.1,173.7833,66.99,74,15,11.01,few clouds
621,Bitung,ID,1.4451,125.1824,75.2,94,40,2.3,scattered clouds
622,Sambava,MG,-14.2667,50.1667,75.4,91,62,4.23,broken clouds
623,Maketu,NZ,-37.7667,176.45,60.01,87,73,3.0,broken clouds
624,Nalut,LY,30.3333,10.85,75.81,18,52,6.51,broken clouds
625,Luau,AO,-10.7073,22.2247,63.27,97,67,3.51,light rain
626,Soyo,AO,-6.1349,12.3689,79.72,82,100,7.83,overcast clouds
627,Zhenlai,CN,45.8495,123.2973,35.85,94,100,17.07,overcast clouds
628,Pahrump,US,36.2083,-115.9839,75.0,13,3,8.01,clear sky
629,Brae,GB,60.3964,-1.353,43.29,85,100,14.52,overcast clouds
630,Pasewalk,DE,53.5063,13.99,42.01,74,100,1.01,overcast clouds
631,Launceston,AU,-41.45,147.1667,43.0,87,61,8.05,broken clouds
632,Oktyabrskiy,RU,54.4815,53.471,44.83,91,18,6.91,few clouds
633,Sechura,PE,-5.5569,-80.8222,76.42,63,64,12.21,broken clouds
634,Ketchikan,US,55.3422,-131.6461,53.6,58,1,11.5,clear sky
635,Kolokani,ML,13.5728,-8.0339,93.72,22,96,2.66,overcast clouds
636,Suntar,RU,62.1444,117.6319,22.3,73,75,11.54,broken clouds
637,Jaggayyapeta,IN,16.9,80.1,80.76,73,4,7.7,clear sky
638,Fare,PF,-16.7,-151.0167,82.11,73,2,9.6,clear sky
639,Umm Lajj,SA,25.0213,37.2685,81.59,38,2,5.75,clear sky
640,Fatehabad,IN,29.5167,75.45,71.22,45,0,4.47,clear sky
641,Letnyaya Stavka,RU,45.4306,43.4472,50.49,96,69,4.52,broken clouds
642,Bonfim,BR,3.0833,-59.95,80.26,71,86,3.91,overcast clouds
643,Menongue,AO,-14.6585,17.691,62.55,73,56,3.33,broken clouds
644,Nanga Eboko,CM,4.6833,12.3667,68.52,95,100,3.87,overcast clouds
645,Sioux Lookout,CA,50.1001,-91.917,48.2,25,40,10.36,scattered clouds
646,Upata,VE,8.0086,-62.3989,84.78,45,50,7.31,scattered clouds
647,Sarangani,PH,5.4033,125.4636,83.32,77,100,19.75,overcast clouds
648,Quelimane,MZ,-17.8786,36.8883,78.8,73,20,6.91,few clouds
649,Kangaatsiaq,GL,68.3065,-53.4641,7.47,70,100,8.14,overcast clouds
650,Vanavara,RU,60.34,102.2797,10.31,80,85,9.98,overcast clouds
651,Ituporanga,BR,-27.4144,-49.6025,66.16,84,46,2.51,scattered clouds
652,North Bend,US,43.4065,-124.2243,78.01,76,20,11.5,few clouds
653,Ceres,US,37.5949,-120.9577,75.0,27,1,16.11,clear sky
654,Half Moon Bay,US,37.4636,-122.4286,68.0,76,1,12.66,haze
655,Capao Da Canoa,BR,-29.7456,-50.0097,71.49,74,100,3.0,overcast clouds
656,The Valley,AI,18.217,-63.0578,81.0,87,44,4.0,scattered clouds
657,Cristalina,BR,-16.7686,-47.6136,65.23,67,75,4.63,broken clouds
658,Padang,ID,-0.9492,100.3543,75.2,94,75,13.8,light rain
659,Cornwall,CA,45.0181,-74.7281,46.4,65,90,10.36,overcast clouds
660,Mantua,IT,45.1667,10.7833,44.01,82,1,1.01,clear sky
661,Ryotsu,JP,38.0833,138.4333,57.2,72,75,8.05,broken clouds
662,Mangalia,RO,43.8,28.5833,39.2,70,0,6.91,clear sky
663,Poplar Bluff,US,36.757,-90.3929,62.6,42,20,3.44,few clouds
664,Roma,US,43.2128,-75.4557,44.6,76,90,5.75,overcast clouds
665,Gallup,US,35.5281,-108.7426,57.2,15,40,8.05,scattered clouds
666,Meadow Lake,US,34.8014,-106.5436,66.0,15,75,3.04,broken clouds
667,Camargo,MX,27.6667,-105.1667,88.03,6,98,2.77,overcast clouds
668,Ifo,NG,6.8144,3.1958,82.4,89,20,3.44,light rain
669,Kristiinankaupunki,FI,62.2743,21.376,40.55,81,7,6.53,clear sky
670,Sault Sainte Marie,CA,46.5168,-84.3333,44.6,61,90,18.41,overcast clouds
671,Cabedelo,BR,-6.9811,-34.8339,79.23,80,100,9.84,overcast clouds
672,Saucillo,MX,28.0167,-105.2833,90.7,6,99,8.99,overcast clouds
673,Psebay,RU,44.1234,40.8107,47.79,88,83,4.27,broken clouds
674,Souris,CA,49.6172,-100.2612,48.2,40,40,4.61,scattered clouds
675,Usinsk,RU,65.9939,57.5281,25.12,95,100,7.25,light snow
676,Aasiaat,GL,68.7098,-52.8699,6.66,76,100,8.23,overcast clouds
677,Ilukste,LV,55.9775,26.2966,49.69,83,97,8.7,overcast clouds
678,Fomboni,KM,-12.28,43.7425,82.72,76,90,12.39,light rain
679,Botwood,CA,49.1499,-55.3482,33.01,75,82,1.99,broken clouds
680,Sao Raimundo Das Mangabeiras,BR,-7.0219,-45.4811,79.83,63,96,3.13,overcast clouds
681,Sychevka,RU,55.8252,34.2736,47.79,87,98,14.34,overcast clouds
682,Linxia,CN,35.6003,103.2064,40.91,37,77,1.92,broken clouds
683,Ternate,ID,0.8,127.4,81.27,79,99,8.59,overcast clouds
684,Romitan,UZ,39.9343,64.3814,62.6,31,0,6.91,clear sky
685,Kumluca,TR,36.3703,30.2869,64.26,60,91,4.23,overcast clouds
686,Bagdarin,RU,54.4333,113.6,24.39,73,82,3.69,broken clouds
687,Gourcy,BF,13.2167,-2.35,90.99,12,72,7.07,broken clouds
688,Svetlyy,RU,54.675,20.1347,39.99,93,0,4.47,clear sky
689,Moscow,RU,55.7522,37.6156,53.6,50,0,15.66,light rain
690,Ugoofaaru,MV,5.6667,73.0,83.21,73,100,5.53,overcast clouds
691,Saryozek,KZ,44.3583,77.9753,50.52,80,72,4.38,broken clouds
